dialogue_id,condition,pairing,model_a,model_b,topic,repetition,timestamp,num_turns,episode_number,coupling_lag0,coupling_lag0_p_perm,coupling_lag1_a_to_b,coupling_lag1_b_to_a,bidirectional_index,gamma3_slope_a,gamma3_slope_b,asymmetry_index,transfer_proxy_a_to_b,transfer_proxy_b_to_a,position_convergence,mean_hedge_density_a,mean_hedge_density_b,mean_sycophancy_a,mean_sycophancy_b,sync_initial,sync_final,gamma_norm_a_initial,gamma_norm_a_final,gamma_norm_b_initial,gamma_norm_b_final
D_gemini_gemini_T4_rep01,D,gemini_gemini,gemini,gemini,T4,1,2026-02-12T16:48:01.778225,8,1,0.4216,0.185,0.3113,-0.3492,-1.1217,0.027381,0.002381,0.6178,0.8333,0.5,0.0,0.0,0.0659,0.0,0.0,0.954,0.914,1.225,1.141,1.179,1.055
D_gemini_gemini_T4_rep02,D,gemini_gemini,gemini,gemini,T4,2,2026-02-12T16:37:48.088991,8,1,-0.1812,0.647,-0.3565,0.4255,-0.8378,0.019048,0.010714,0.5556,0.8333,0.6667,0.75,0.0156,0.0831,0.0,0.0,0.85,0.592,1.225,1.131,1.075,0.723
D_gemini_gemini_T4_rep03,D,gemini_gemini,gemini,gemini,T4,3,2026-02-12T20:29:25.456301,8,1,-0.5228,0.896,0.8342,0.2467,0.2957,0.008333,0.004762,1.3513,0.6667,0.8333,1.0,0.0451,0.092,0.0,0.0,0.896,0.858,1.075,1.021,1.179,0.879
D_gemini_gemini_T4_rep04,D,gemini_gemini,gemini,gemini,T4,4,2026-02-12T21:37:58.749410,8,1,0.5354,0.089,-0.346,-0.5344,1.5445,0.015476,-0.00119,0.6994,0.6667,0.3333,0.75,0.0,0.0944,0.0,0.0,0.9,0.861,1.225,1.083,1.125,0.944
D_gemini_gemini_T4_rep05,D,gemini_gemini,gemini,gemini,T4,5,2026-02-12T23:49:59.886398,8,1,0.4119,0.176,0.3838,-0.2914,-0.7592,0.014286,0.013095,0.9704,0.5,0.3333,1.0,0.0,0.0396,0.0,0.0,0.946,0.979,1.125,0.972,1.179,0.993
D_gemini_gpt4o_T4_rep01,D,gemini_gpt4o,gemini,gpt4o,T4,1,2026-02-12T21:42:16.181578,8,1,-0.0852,0.525,0.6156,0.3836,0.6231,0.021429,0.014286,2.6061,0.5,0.8333,0.75,0.0789,0.1527,0.0,0.0,0.999,0.836,1.038,0.715,1.037,0.879
D_gemini_gpt4o_T4_rep02,D,gemini_gpt4o,gemini,gpt4o,T4,2,2026-02-12T21:31:08.645791,8,1,0.3091,0.237,-0.313,0.06,-5.2167,0.016667,0.008333,1.2283,0.3333,0.6667,0.75,0.0,0.2414,0.0,0.0,0.696,0.815,1.179,1.063,0.875,0.878
D_gemini_gpt4o_T4_rep03,D,gemini_gpt4o,gemini,gpt4o,T4,3,2026-02-12T17:24:32.512136,8,1,-0.4434,0.846,0.3507,0.8099,0.433,0.007143,0.008333,4.303,0.3333,0.6667,0.5,0.0,0.2225,0.0,0.0,0.741,0.819,1.125,1.077,0.866,0.896
D_gemini_gpt4o_T4_rep04,D,gemini_gpt4o,gemini,gpt4o,T4,4,2026-02-12T22:36:02.650048,8,1,-0.0042,0.501,0.0453,0.3681,0.1231,0.007143,0.008333,0.5317,0.6667,0.3333,1.0,0.0312,0.2114,0.0,0.0,0.744,0.782,1.179,1.201,0.923,0.983
D_gemini_gpt4o_T4_rep05,D,gemini_gpt4o,gemini,gpt4o,T4,5,2026-02-12T15:54:18.573812,8,1,-0.0315,0.551,0.4646,-0.0943,-0.203,0.016667,0.011905,1.1644,0.5,0.6667,0.5,0.0,0.1731,0.0,0.0,0.745,0.793,1.125,1.141,0.87,0.934
D_gpt4o_gemini_T4_rep01,D,gpt4o_gemini,gpt4o,gemini,T4,1,2026-02-12T22:21:33.264296,8,1,-0.4052,0.83,0.0086,0.2466,0.0349,0.011905,0.011905,0.279,0.5,0.3333,1.0,0.1929,0.0956,0.0,0.0,0.603,0.934,0.782,0.915,1.179,0.981
D_gpt4o_gemini_T4_rep02,D,gpt4o_gemini,gpt4o,gemini,T4,2,2026-02-12T20:31:04.219693,8,1,-0.128,0.629,0.3648,-0.1508,-0.4134,0.011905,0.005952,0.8218,0.8333,0.3333,1.0,0.3465,0.0155,0.0,0.0,0.647,0.872,0.872,0.95,1.225,1.078
D_gpt4o_gemini_T4_rep03,D,gpt4o_gemini,gpt4o,gemini,T4,3,2026-02-12T16:01:21.474300,8,1,0.0846,0.466,-0.2782,-0.1549,1.796,0.014286,0.019048,2.6265,0.3333,1.0,0.5,0.1696,0.0939,0.0,0.0,0.722,0.852,0.847,1.02,1.125,0.872
D_gpt4o_gemini_T4_rep04,D,gpt4o_gemini,gpt4o,gemini,T4,4,2026-02-12T21:59:14.794360,8,1,-0.1677,0.594,0.3295,0.7788,0.4231,-0.002381,0.010714,0.7862,0.8333,0.5,1.0,0.2026,0.022,0.0,0.0,0.653,0.883,0.832,1.009,1.179,1.126
D_gpt4o_gemini_T4_rep05,D,gpt4o_gemini,gpt4o,gemini,T4,5,2026-02-12T17:13:36.839074,8,1,-0.4963,0.881,0.0911,0.7859,0.1159,0.008333,-0.005952,1.2539,0.3333,0.6667,1.0,0.2125,0.0558,0.0,0.0,0.634,0.654,0.813,0.715,1.179,1.061
E_claude_gemini_T4_rep01,E,claude_gemini,claude,gemini,T4,1,2026-02-12T21:50:12.264026,8,1,-0.413,0.817,0.6229,-0.2275,-0.3652,0.011905,0.002381,0.352,0.8333,0.1667,0.75,0.3247,0.1146,0.0,0.0,0.4,0.969,0.681,0.808,1.281,0.839
E_claude_gemini_T4_rep02,E,claude_gemini,claude,gemini,T4,2,2026-02-12T22:29:38.400182,8,1,0.6532,0.062,-0.527,-0.254,2.0748,0.009524,-0.005952,1.0185,0.3333,0.6667,0.75,0.2689,0.0562,0.0,0.0,0.498,0.741,0.723,0.871,1.225,0.612
E_claude_gemini_T4_rep03,E,claude_gemini,claude,gemini,T4,3,2026-02-12T16:18:38.522634,8,1,0.6382,0.068,-0.579,0.5653,-1.0242,0.008333,0.014286,0.5503,0.8333,0.1667,0.75,0.1919,0.0902,0.0625,0.0,0.638,0.852,0.817,0.88,1.179,1.028
E_claude_gemini_T4_rep04,E,claude_gemini,claude,gemini,T4,4,2026-02-12T21:22:00.782477,8,1,0.1292,0.425,0.5283,-0.1739,-0.3292,-0.002381,0.029762,0.4555,0.6667,0.3333,0.0,0.2025,0.0892,0.0,0.0,0.489,0.636,0.77,0.777,1.281,1.141
E_claude_gemini_T4_rep05,E,claude_gemini,claude,gemini,T4,5,2026-02-12T23:51:29.440675,8,1,-0.1184,0.592,0.7778,-0.1907,-0.2452,0.027381,0.025,0.6007,1.0,0.6667,0.0,0.1707,0.0125,0.0,0.0,0.562,0.7,0.741,0.841,1.179,1.141
E_gemini_claude_T4_rep01,E,gemini_claude,gemini,claude,T4,1,2026-02-12T22:05:11.995054,8,1,-0.7854,0.976,0.8395,0.6838,0.8145,0.011905,-0.007143,1.9649,0.6667,0.8333,1.0,0.0307,0.314,0.0,0.0,0.73,0.831,1.125,1.0,0.855,0.831
E_gemini_claude_T4_rep02,E,gemini_claude,gemini,claude,T4,2,2026-02-12T17:09:22.013544,8,1,0.4566,0.172,0.5947,-0.6052,-1.0177,0.0,-0.016667,2.0256,0.5,0.3333,1.0,0.0882,0.1695,0.0,0.0,0.652,0.656,1.075,1.01,0.727,0.666
E_gemini_claude_T4_rep03,E,gemini_claude,gemini,claude,T4,3,2026-02-12T20:43:18.823772,8,1,0.6409,0.072,-0.6037,-0.1957,3.0848,0.008333,-0.004762,1.6157,0.1667,1.0,1.0,0.0602,0.1953,0.0,0.0625,0.704,0.752,1.125,1.039,0.829,0.791
E_gemini_claude_T4_rep04,E,gemini_claude,gemini,claude,T4,4,2026-02-12T21:10:24.600650,8,1,-0.1676,0.672,-0.1327,0.8426,-0.1575,0.004762,-0.010714,2.3244,0.1667,0.6667,1.0,0.0711,0.286,0.0,0.0,0.654,0.667,1.179,1.098,0.833,0.765
E_gemini_claude_T4_rep05,E,gemini_claude,gemini,claude,T4,5,2026-02-12T20:39:05.186711,8,1,-0.591,0.908,0.7996,-0.0034,-0.0043,0.005952,-0.005952,1.2104,0.6667,0.5,1.0,0.0554,0.2587,0.0,0.0,0.697,0.896,1.146,0.827,0.843,0.723
E_gemini_gemini_T4_rep01,E,gemini_gemini,gemini,gemini,T4,1,2026-02-13T00:02:43.745835,8,1,-0.1111,0.6,0.5176,0.4583,0.8854,-0.013095,-0.007143,0.9815,0.8333,0.5,1.0,0.0603,0.1271,0.0,0.0,1.0,0.942,1.179,0.716,1.179,0.658
E_gemini_gemini_T4_rep02,E,gemini_gemini,gemini,gemini,T4,2,2026-02-12T21:48:39.086317,8,1,0.0659,0.407,-0.7759,0.8035,-0.9657,0.00119,0.005952,1.2441,0.6667,0.6667,0.5,0.0591,0.064,0.0,0.0,0.891,0.912,1.016,1.006,1.125,0.918
E_gemini_gemini_T4_rep03,E,gemini_gemini,gemini,gemini,T4,3,2026-02-12T22:51:57.653992,8,1,-0.3564,0.791,0.476,0.2531,0.5317,0.011905,0.004762,0.8278,0.5,0.5,0.75,0.0685,0.0606,0.0,0.0,0.837,0.953,1.016,1.147,1.179,1.1
E_gemini_gemini_T4_rep04,E,gemini_gemini,gemini,gemini,T4,4,2026-02-12T21:54:26.077335,8,1,-0.0128,0.568,0.7711,0.0513,0.0665,-0.007143,0.00119,1.2533,0.8333,0.6667,0.75,0.0624,0.0505,0.0,0.0,0.95,0.884,1.125,1.132,1.075,1.016
E_gemini_gemini_T4_rep05,E,gemini_gemini,gemini,gemini,T4,5,2026-02-12T21:29:31.610777,8,1,-0.2554,0.716,0.5476,0.7019,0.7802,0.009524,-0.003571,1.8633,0.3333,1.0,0.75,0.0631,0.0744,0.0,0.0,0.946,0.829,1.125,1.245,1.179,1.074
E_gemini_gpt4o_T4_rep01,E,gemini_gpt4o,gemini,gpt4o,T4,1,2026-02-12T16:26:41.172204,8,1,-0.4915,0.873,0.5213,-0.2783,-0.5339,0.015476,0.005952,2.5439,0.3333,0.6667,0.75,0.042,0.1854,0.0,0.0,0.818,0.957,1.179,0.962,0.997,1.005
E_gemini_gpt4o_T4_rep02,E,gemini_gpt4o,gemini,gpt4o,T4,2,2026-02-12T15:46:13.238710,8,1,-0.2629,0.7,0.0367,-0.1936,-5.2752,0.0,0.014286,1.0109,0.5,0.3333,0.75,0.0499,0.1822,0.0,0.0,0.693,0.753,1.125,1.178,0.818,0.931
E_gemini_gpt4o_T4_rep03,E,gemini_gpt4o,gemini,gpt4o,T4,3,2026-02-12T20:26:01.306922,8,1,-0.163,0.627,0.3596,0.4862,0.7396,0.017857,-0.00119,1.6852,0.6667,0.6667,0.75,0.0533,0.1673,0.0,0.0,0.887,0.925,1.125,1.028,1.012,0.953
E_gemini_gpt4o_T4_rep04,E,gemini_gpt4o,gemini,gpt4o,T4,4,2026-02-12T23:16:08.681791,8,1,0.4152,0.175,-0.6088,-0.6051,1.0061,-0.0,-0.010714,3.0842,0.3333,0.8333,1.0,0.0821,0.1742,0.0,0.0,0.655,0.819,1.179,0.723,0.834,0.904
E_gemini_gpt4o_T4_rep05,E,gemini_gpt4o,gemini,gpt4o,T4,5,2026-02-12T16:11:39.601361,8,1,0.6304,0.071,-0.6567,-0.2753,2.3854,0.0,0.004762,0.7423,0.8333,0.3333,1.0,0.0484,0.1777,0.0,0.0,0.779,0.887,1.075,0.925,0.854,0.812
E_gpt4o_gemini_T4_rep01,E,gpt4o_gemini,gpt4o,gemini,T4,1,2026-02-12T21:06:42.650124,8,1,0.2584,0.337,-0.4356,0.1298,-3.3559,0.009524,0.014286,1.0539,0.3333,0.5,1.0,0.3131,0.0671,0.0,0.0625,0.904,0.617,1.029,0.723,1.125,1.106
E_gpt4o_gemini_T4_rep02,E,gpt4o_gemini,gpt4o,gemini,T4,2,2026-02-12T20:18:15.452347,8,1,0.1468,0.378,0.3028,-0.0198,-0.0654,0.005952,0.010714,0.5245,0.8333,0.5,0.25,0.2348,0.0929,0.0,0.0,0.785,0.986,0.971,1.041,1.186,1.027
E_gpt4o_gemini_T4_rep03,E,gpt4o_gemini,gpt4o,gemini,T4,3,2026-02-12T15:39:37.659733,8,1,0.4529,0.174,0.3763,-0.3107,-0.8257,0.019048,0.004762,2.385,0.3333,0.8333,1.0,0.2119,0.0339,0.0,0.0,0.658,0.665,0.837,0.723,1.179,1.058
E_gpt4o_gemini_T4_rep04,E,gpt4o_gemini,gpt4o,gemini,T4,4,2026-02-12T23:44:01.921893,8,1,-0.4116,0.805,-0.1891,0.9482,-0.1994,0.005952,0.005952,1.0032,0.5,1.0,1.0,0.2467,0.0693,0.0,0.0,0.592,0.822,0.817,0.848,1.225,1.026
E_gpt4o_gemini_T4_rep05,E,gpt4o_gemini,gpt4o,gemini,T4,5,2026-02-12T21:56:03.610974,8,1,0.5459,0.104,-0.1598,-0.587,3.6733,0.025,0.005952,0.7667,0.6667,0.3333,0.75,0.2354,0.0973,0.0,0.0,0.651,0.703,0.837,0.693,1.186,0.99
