dialogue_id,condition,pairing,pairing_type,model,agent_role,turn_number,gamma_norm,gamma_vector,hedge_density,position_depth,self_reference_depth,hypothesis_diversity,revision_genuineness,structural_direction,sync_value,judge_divergence
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,A,4,0.495,"[0.15, 0.25, 0.4]",0.353,5.0,4.0,5.0,4.0,3.0,0.88,0.6922
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,A,5,0.805,"[0.589, 0.375, 0.4]",0.176,5.0,4.0,4.0,4.0,3.0,0.837,0.6274
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,A,6,0.495,"[0.15, 0.25, 0.4]",0.342,4.0,4.0,5.0,4.0,3.0,0.792,1.0054
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,A,7,0.699,"[0.508, 0.375, 0.3]",0.325,4.0,4.0,4.0,5.0,3.0,0.775,0.7071
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,A,8,0.791,"[0.586, 0.438, 0.3]",0.154,4.0,3.0,4.0,5.0,3.0,0.719,1.0307
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,1,0.852,"[0.291, 0.625, 0.5]",0.333,4.0,1.0,4.0,0.0,0.0,0.941,1.366
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,2,0.317,"[0.15, 0.125, 0.25]",0.333,5.0,3.0,5.0,4.0,4.0,0.835,0.7719
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,3,0.676,"[0.554, 0.375, 0.1]",0.441,5.0,3.0,4.0,4.0,5.0,0.892,0.642
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,4,0.615,"[0.52, 0.312, 0.1]",0.4,5.0,4.0,4.0,4.0,5.0,0.88,0.6922
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,5,0.642,"[0.512, 0.375, 0.1]",0.375,5.0,4.0,4.0,4.0,5.0,0.837,0.6274
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,6,0.703,"[0.585, 0.25, 0.3]",0.206,5.0,4.0,5.0,2.0,5.0,0.792,1.0054
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,7,0.474,"[0.15, 0.438, 0.1]",0.429,4.0,3.0,4.0,4.0,5.0,0.775,0.7071
B_claude_claude_T4_rep05,B,claude_claude,homogeneous,claude,B,8,0.51,"[0.15, 0.188, 0.45]",0.457,5.0,4.0,5.0,2.0,4.0,0.719,1.0307
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,1,0.655,"[0.197, 0.375, 0.5]",0.143,4.0,3.0,4.0,0.0,0.0,0.833,1.1547
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,2,0.467,"[0.15, 0.188, 0.4]",0.27,5.0,4.0,5.0,4.0,3.0,0.797,0.642
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,3,0.568,"[0.15, 0.375, 0.4]",0.361,4.0,4.0,4.0,4.0,3.0,0.698,1.0452
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,4,0.503,"[0.15, 0.375, 0.3]",0.222,5.0,2.0,5.0,5.0,3.0,0.82,1.3779
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,5,0.835,"[0.524, 0.25, 0.6]",0.27,5.0,4.0,4.0,2.0,3.0,0.946,1.2772
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,6,0.568,"[0.15, 0.375, 0.4]",0.2,4.0,4.0,4.0,4.0,3.0,0.853,0.7937
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,7,0.568,"[0.15, 0.375, 0.4]",0.333,5.0,4.0,4.0,4.0,3.0,0.956,0.8007
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,claude,A,8,0.568,"[0.15, 0.375, 0.4]",0.171,4.0,4.0,4.0,4.0,3.0,0.712,0.9307
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,1,0.822,"[0.188, 0.625, 0.5]",0.125,4.0,1.0,4.0,0.0,0.0,0.833,1.1547
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,2,0.67,"[0.625, 0.188, 0.15]",0.375,4.0,4.0,4.0,5.0,4.0,0.797,0.642
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,3,0.87,"[0.593, 0.562, 0.3]",0.19,4.0,1.0,4.0,2.0,5.0,0.698,1.0452
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,4,0.683,"[0.513, 0.375, 0.25]",0.217,4.0,1.0,4.0,4.0,4.0,0.82,1.3779
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,5,0.781,"[0.516, 0.375, 0.45]",0.185,4.0,1.0,4.0,2.0,4.0,0.946,1.2772
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,6,0.715,"[0.1, 0.375, 0.6]",0.133,2.0,1.0,4.0,2.0,3.0,0.853,0.7937
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,7,0.524,"[0.1, 0.25, 0.45]",0.207,4.0,3.0,4.0,2.0,4.0,0.956,0.8007
B_claude_gpt4o_T4_rep01,B,claude_gpt4o,heterogeneous,gpt4o,B,8,0.856,"[0.529, 0.5, 0.45]",0.148,4.0,1.0,4.0,2.0,4.0,0.712,0.9307
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,1,0.848,"[0.281, 0.625, 0.5]",0.312,4.0,1.0,4.0,0.0,0.0,0.878,1.4434
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,2,0.679,"[0.516, 0.188, 0.4]",0.344,4.0,4.0,4.0,4.0,3.0,0.752,1.0452
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,3,0.829,"[0.544, 0.375, 0.5]",0.256,4.0,4.0,4.0,3.0,3.0,0.985,0.9446
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,4,0.495,"[0.15, 0.25, 0.4]",0.179,5.0,4.0,5.0,4.0,3.0,0.967,1.1254
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,5,0.855,"[0.555, 0.25, 0.6]",0.289,5.0,4.0,5.0,2.0,3.0,0.75,1.3038
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,6,0.718,"[0.541, 0.25, 0.4]",0.371,5.0,4.0,5.0,4.0,3.0,0.876,1.1766
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,7,0.723,"[0.15, 0.375, 0.6]",0.368,4.0,4.0,4.0,2.0,3.0,0.966,1.0173
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,claude,A,8,0.723,"[0.15, 0.375, 0.6]",0.371,5.0,4.0,4.0,2.0,3.0,0.984,1.3917
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,1,0.97,"[0.357, 0.75, 0.5]",0.214,3.0,1.0,3.0,0.0,0.0,0.878,1.4434
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,2,0.431,"[0.15, 0.375, 0.15]",0.185,2.0,1.0,4.0,5.0,4.0,0.752,1.0452
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,3,0.844,"[0.1, 0.375, 0.75]",0.172,4.0,1.0,4.0,2.0,2.0,0.985,0.9446
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,4,0.462,"[0.1, 0.375, 0.25]",0.226,2.0,1.0,4.0,4.0,4.0,0.967,1.1254
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,5,0.605,"[0.15, 0.375, 0.45]",0.118,3.0,1.0,4.0,2.0,4.0,0.75,1.3038
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,6,0.594,"[0.1, 0.375, 0.45]",0.233,1.0,1.0,4.0,2.0,4.0,0.876,1.1766
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,7,0.689,"[0.15, 0.5, 0.45]",0.207,2.0,1.0,3.0,2.0,4.0,0.966,1.0173
B_claude_gpt4o_T4_rep02,B,claude_gpt4o,heterogeneous,gpt4o,B,8,0.739,"[0.562, 0.375, 0.3]",0.083,2.0,1.0,4.0,2.0,5.0,0.984,1.3917
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,1,0.83,"[0.221, 0.625, 0.5]",0.192,4.0,1.0,4.0,0.0,0.0,0.993,1.7321
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,2,0.445,"[0.15, 0.125, 0.4]",0.345,5.0,5.0,4.0,4.0,3.0,0.84,1.0703
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,3,0.608,"[0.15, 0.312, 0.5]",0.324,4.0,4.0,5.0,3.0,3.0,0.926,1.0703
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,4,0.754,"[0.517, 0.375, 0.4]",0.29,4.0,2.0,5.0,4.0,3.0,0.971,1.2772
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,5,0.495,"[0.15, 0.25, 0.4]",0.485,5.0,4.0,4.0,4.0,3.0,0.927,0.8536
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,6,0.85,"[0.65, 0.375, 0.4]",0.184,5.0,4.0,4.0,4.0,3.0,0.925,0.9237
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,7,0.568,"[0.15, 0.375, 0.4]",0.256,4.0,4.0,4.0,4.0,3.0,0.791,0.9307
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,claude,A,8,0.568,"[0.15, 0.375, 0.4]",0.306,5.0,4.0,4.0,4.0,3.0,0.729,0.9012
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,1,0.823,"[0.19, 0.625, 0.5]",0.13,4.0,1.0,4.0,0.0,0.0,0.993,1.7321
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,2,0.605,"[0.15, 0.375, 0.45]",0.235,3.0,1.0,4.0,2.0,4.0,0.84,1.0703
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,3,0.534,"[0.15, 0.375, 0.35]",0.371,4.0,1.0,4.0,3.0,4.0,0.926,1.0703
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,4,0.783,"[0.519, 0.375, 0.45]",0.333,4.0,1.0,4.0,2.0,4.0,0.971,1.2772
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,5,0.568,"[0.15, 0.312, 0.45]",0.132,3.0,2.0,4.0,2.0,4.0,0.927,0.8536
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,6,0.925,"[0.15, 0.688, 0.6]",0.182,4.0,1.0,2.0,2.0,3.0,0.925,0.9237
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,7,0.777,"[0.51, 0.375, 0.45]",0.162,4.0,1.0,4.0,2.0,4.0,0.791,0.9307
B_claude_gpt4o_T4_rep03,B,claude_gpt4o,heterogeneous,gpt4o,B,8,0.839,"[0.1, 0.625, 0.55]",0.097,2.0,1.0,2.0,4.0,2.0,0.729,0.9012
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,1,0.591,"[0.193, 0.25, 0.5]",0.136,4.0,4.0,4.0,0.0,0.0,0.752,0.866
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,2,0.495,"[0.15, 0.25, 0.4]",0.297,5.0,4.0,5.0,4.0,3.0,0.916,1.0307
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,3,0.636,"[0.502, 0.25, 0.3]",0.294,5.0,4.0,5.0,5.0,3.0,0.969,1.1543
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,4,0.838,"[0.544, 0.562, 0.3]",0.206,5.0,1.0,4.0,5.0,3.0,0.624,1.5437
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,5,0.794,"[0.588, 0.188, 0.5]",0.382,5.0,4.0,4.0,3.0,3.0,0.994,1.2399
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,6,0.643,"[0.15, 0.375, 0.5]",0.438,4.0,4.0,4.0,3.0,3.0,0.84,0.9809
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,7,0.778,"[0.552, 0.375, 0.4]",0.333,4.0,4.0,4.0,4.0,3.0,0.938,0.8359
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,claude,A,8,0.832,"[0.5, 0.438, 0.5]",0.333,4.0,3.0,4.0,3.0,3.0,0.877,1.0321
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,1,0.839,"[0.25, 0.625, 0.5]",0.25,4.0,1.0,4.0,0.0,0.0,0.752,0.866
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,2,0.579,"[0.15, 0.5, 0.25]",0.389,3.0,1.0,3.0,4.0,4.0,0.916,1.0307
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,3,0.605,"[0.15, 0.375, 0.45]",0.419,4.0,1.0,4.0,2.0,4.0,0.969,1.1543
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,4,0.462,"[0.1, 0.375, 0.25]",0.226,2.0,1.0,4.0,4.0,4.0,0.624,1.5437
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,5,0.8,"[0.1, 0.375, 0.7]",0.226,4.0,1.0,4.0,4.0,1.0,0.994,1.2399
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,6,0.803,"[0.549, 0.375, 0.45]",0.128,4.0,1.0,4.0,2.0,4.0,0.84,0.9809
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,7,0.84,"[0.05, 0.375, 0.75]",0.281,1.0,1.0,4.0,2.0,2.0,0.938,0.8359
B_claude_gpt4o_T4_rep04,B,claude_gpt4o,heterogeneous,gpt4o,B,8,0.709,"[0.15, 0.625, 0.3]",0.233,2.0,1.0,2.0,2.0,5.0,0.877,1.0321
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,1,0.745,"[0.233, 0.5, 0.5]",0.217,4.0,2.0,4.0,0.0,0.0,0.961,1.0774
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,2,0.445,"[0.15, 0.125, 0.4]",0.208,5.0,4.0,5.0,4.0,3.0,0.726,1.0892
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,3,0.726,"[0.552, 0.25, 0.4]",0.312,5.0,4.0,5.0,4.0,3.0,0.736,1.0892
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,4,0.755,"[0.519, 0.375, 0.4]",0.273,5.0,4.0,4.0,4.0,3.0,0.833,1.1119
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,5,0.857,"[0.618, 0.438, 0.4]",0.037,5.0,3.0,4.0,4.0,3.0,0.995,0.966
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,6,0.859,"[0.53, 0.312, 0.6]",0.097,5.0,4.0,4.0,2.0,3.0,0.918,1.2409
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,7,0.782,"[0.558, 0.375, 0.4]",0.214,5.0,4.0,4.0,4.0,3.0,0.893,1.0243
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,claude,A,8,0.568,"[0.15, 0.375, 0.4]",0.154,4.0,4.0,4.0,4.0,3.0,0.348,0.8359
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,1,0.784,"[0.338, 0.5, 0.5]",0.176,3.0,2.0,4.0,0.0,0.0,0.961,1.0774
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,2,0.719,"[0.15, 0.438, 0.55]",0.231,2.0,1.0,4.0,4.0,2.0,0.726,1.0892
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,3,0.462,"[0.1, 0.375, 0.25]",0.222,4.0,1.0,4.0,4.0,4.0,0.736,1.0892
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,4,0.588,"[0.05, 0.375, 0.45]",0.423,1.0,1.0,4.0,2.0,4.0,0.833,1.1119
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,5,0.852,"[0.15, 0.375, 0.75]",0.103,2.0,1.0,4.0,2.0,2.0,0.995,0.966
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,6,0.777,"[0.1, 0.625, 0.45]",0.08,4.0,1.0,2.0,2.0,4.0,0.918,1.2409
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,7,0.675,"[0.503, 0.375, 0.25]",0.074,4.0,1.0,4.0,4.0,4.0,0.893,1.0243
B_claude_gpt4o_T4_rep05,B,claude_gpt4o,heterogeneous,gpt4o,B,8,1.22,"[0.537, 0.625, 0.9]",0.0,4.0,1.0,2.0,2.0,1.0,0.348,0.8359
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,1,0.748,"[0.245, 0.5, 0.5]",0.241,4.0,2.0,4.0,0.0,0.0,0.823,0.866
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,2,0.93,"[0.559, 0.438, 0.6]",0.36,4.0,1.0,4.0,2.0,3.0,0.727,1.3227
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,3,0.802,"[0.502, 0.375, 0.5]",0.357,4.0,1.0,4.0,3.0,3.0,0.582,0.6123
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,4,0.888,"[0.536, 0.375, 0.6]",0.429,4.0,1.0,4.0,2.0,3.0,0.863,0.8755
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,5,0.981,"[0.68, 0.375, 0.6]",0.069,4.0,1.0,4.0,2.0,3.0,0.792,1.0991
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,6,0.883,"[0.528, 0.375, 0.6]",0.125,4.0,1.0,4.0,2.0,3.0,0.592,0.8755
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,7,1.003,"[0.505, 0.625, 0.6]",0.115,4.0,1.0,2.0,2.0,3.0,0.693,0.7937
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,gpt4o,A,8,1.03,"[0.557, 0.625, 0.6]",0.0,4.0,1.0,2.0,2.0,3.0,0.648,0.7937
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,1,0.571,"[0.117, 0.25, 0.5]",0.235,5.0,4.0,4.0,0.0,0.0,0.823,0.866
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,2,0.657,"[0.539, 0.375, 0.0]",0.314,5.0,2.0,5.0,5.0,5.0,0.727,1.3227
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,3,0.384,"[0.15, 0.25, 0.25]",0.25,4.0,4.0,4.0,4.0,4.0,0.582,0.6123
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,4,0.751,"[0.557, 0.438, 0.25]",0.364,4.0,3.0,4.0,4.0,4.0,0.863,0.8755
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,5,0.773,"[0.545, 0.312, 0.45]",0.273,4.0,4.0,4.0,2.0,4.0,0.792,1.0991
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,6,0.475,"[0.15, 0.375, 0.25]",0.273,5.0,4.0,4.0,4.0,4.0,0.592,0.8755
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,7,0.696,"[0.53, 0.375, 0.25]",0.212,5.0,4.0,4.0,4.0,4.0,0.693,0.7937
B_gpt4o_claude_T4_rep01,B,gpt4o_claude,heterogeneous,claude,B,8,0.678,"[0.506, 0.375, 0.25]",0.2,5.0,4.0,4.0,4.0,4.0,0.648,0.7937
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,1,0.844,"[0.268, 0.625, 0.5]",0.286,4.0,1.0,4.0,0.0,0.0,0.896,1.4434
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,2,0.849,"[0.575, 0.375, 0.5]",0.435,4.0,1.0,4.0,3.0,3.0,0.808,0.6123
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,3,0.929,"[0.602, 0.375, 0.6]",0.231,4.0,1.0,4.0,2.0,3.0,0.791,1.1996
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,4,0.88,"[0.523, 0.375, 0.6]",0.185,4.0,1.0,4.0,2.0,3.0,0.807,1.0991
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,5,0.879,"[0.15, 0.625, 0.6]",0.182,5.0,1.0,2.0,2.0,3.0,0.798,0.9819
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,6,0.879,"[0.15, 0.625, 0.6]",0.276,4.0,1.0,2.0,2.0,3.0,0.757,1.222
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,7,1.001,"[0.502, 0.625, 0.6]",0.281,4.0,1.0,2.0,2.0,3.0,0.649,1.3284
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,gpt4o,A,8,0.873,"[0.512, 0.375, 0.6]",0.258,4.0,1.0,4.0,2.0,3.0,0.836,1.5179
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,1,0.74,"[0.217, 0.5, 0.5]",0.185,4.0,2.0,4.0,0.0,0.0,0.896,1.4434
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,2,0.657,"[0.554, 0.25, 0.25]",0.294,4.0,4.0,4.0,4.0,4.0,0.808,0.6123
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,3,0.72,"[0.508, 0.5, 0.1]",0.278,4.0,2.0,4.0,4.0,5.0,0.791,1.1996
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,4,0.687,"[0.518, 0.375, 0.25]",0.314,4.0,2.0,4.0,4.0,4.0,0.807,1.0991
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,5,0.677,"[0.546, 0.312, 0.25]",0.406,4.0,3.0,4.0,4.0,4.0,0.798,0.9819
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,6,0.636,"[0.554, 0.312, 0.0]",0.297,4.0,2.0,5.0,5.0,5.0,0.757,1.222
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,7,0.65,"[0.15, 0.312, 0.55]",0.235,5.0,3.0,4.0,1.0,4.0,0.649,1.3284
B_gpt4o_claude_T4_rep02,B,gpt4o_claude,heterogeneous,claude,B,8,0.709,"[0.503, 0.5, 0.0]",0.229,5.0,1.0,4.0,5.0,5.0,0.836,1.5179
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,1,0.819,"[0.173, 0.625, 0.5]",0.097,4.0,1.0,4.0,0.0,0.0,0.992,1.7321
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,2,0.9,"[0.557, 0.375, 0.6]",0.212,4.0,1.0,4.0,2.0,3.0,0.782,1.0991
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,3,1.01,"[0.519, 0.625, 0.6]",0.25,4.0,1.0,2.0,2.0,3.0,0.71,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,4,0.723,"[0.15, 0.375, 0.6]",0.185,3.0,1.0,4.0,2.0,3.0,0.999,0.7937
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,5,0.879,"[0.15, 0.625, 0.6]",0.08,4.0,1.0,2.0,2.0,3.0,0.869,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,6,1.05,"[0.594, 0.625, 0.6]",0.267,4.0,1.0,2.0,2.0,3.0,0.425,0.7937
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,7,1.047,"[0.588, 0.625, 0.6]",0.091,4.0,1.0,2.0,2.0,3.0,0.532,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,gpt4o,A,8,0.98,"[0.566, 0.625, 0.5]",0.222,4.0,1.0,2.0,3.0,3.0,0.742,1.2409
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,1,0.827,"[0.209, 0.625, 0.5]",0.167,4.0,1.0,4.0,0.0,0.0,0.992,1.7321
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,2,0.682,"[0.553, 0.312, 0.25]",0.273,4.0,2.0,4.0,4.0,4.0,0.782,1.0991
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,3,0.72,"[0.504, 0.25, 0.45]",0.265,4.0,4.0,4.0,2.0,4.0,0.71,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,4,0.724,"[0.519, 0.438, 0.25]",0.303,4.0,3.0,4.0,4.0,4.0,0.999,0.7937
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,5,0.748,"[0.51, 0.312, 0.45]",0.323,4.0,4.0,4.0,2.0,4.0,0.869,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,6,0.475,"[0.15, 0.375, 0.25]",0.182,5.0,4.0,4.0,4.0,4.0,0.425,0.7937
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,7,0.579,"[0.15, 0.5, 0.25]",0.226,4.0,2.0,4.0,4.0,4.0,0.532,1.0173
B_gpt4o_claude_T4_rep03,B,gpt4o_claude,heterogeneous,claude,B,8,0.722,"[0.516, 0.438, 0.25]",0.258,4.0,1.0,4.0,4.0,4.0,0.742,1.2409
B_gpt4o_claude_T4_rep04,B,gpt4o_claude,heterogeneous,gpt4o,A,1,0.85,"[0.285, 0.625, 0.5]",0.321,4.0,1.0,4.0,0.0,0.0,0.917,1.366
